

Results from heasarc_rc3: Third Reference Catalog of Bright Galaxies
Coordinate system:  Equatorial
|ra        |dec      |lii     |bii     |log_d25|class            |
|12 00 16.4|+31 13 31|189.7377| 78.1135|   0.91|    SPIRAL GALAXY|
|01 01 47.7|+31 13 34|125.5313|-31.5934|       |           GALAXY|
|17 07 24.0|+31 14 00| 53.6401| 34.7607|   1.02|    SPIRAL GALAXY|
|13 21 45.4|+31 14 07| 66.5645| 82.2148|   0.98|    SPIRAL GALAXY|
|11 21 00.0|+31 15 00|195.7167| 69.8741|   1.08|    SPIRAL GALAXY|
|13 12 57.7|+31 15 34| 75.5491| 83.7462|   1.02|    SPIRAL GALAXY|
|09 02 36.0|+31 16 00|193.6883| 40.4400|       |           GALAXY|
|16 19 36.0|+31 16 00| 51.1783| 44.7966|       |           GALAXY|
|07 34 55.6|+31 16 33|188.0921| 22.3462|   1.04|    SPIRAL GALAXY|
|23 52 09.7|+31 16 42|108.3258|-29.9066|   1.08|    SPIRAL GALAXY|
|13 30 38.6|+31 16 54| 61.1646| 80.4952|   0.82|    SPIRAL GALAXY|
|04 06 34.1|+31 16 55|164.7358|-15.3317|   1.14|    SPIRAL GALAXY|
|23 59 20.4|+31 17 06|110.0452|-30.2797|   1.06|    SPIRAL GALAXY|
|02 54 22.7|+31 17 37|151.6466|-24.6352|   1.09|    SPIRAL GALAXY|
|16 45 11.1|+31 18 15| 52.4796| 39.4168|   0.95|           GALAXY|
|11 48 57.6|+31 18 19|192.1670| 75.7573|   1.00| IRREGULAR GALAXY|
|22 55 08.3|+31 18 31| 95.5900|-25.3165|   0.94|    SPIRAL GALAXY|
|02 28 15.0|+31 18 46|146.1154|-27.1640|   1.59|    SPIRAL GALAXY|
|02 00 19.5|+31 18 47|139.7919|-29.2934|   1.03|LENTICULAR GALAXY|
|23 14 42.1|+31 19 01| 99.7669|-27.1669|       |           GALAXY|
|01 44 09.1|+31 19 14|135.9571|-30.2144|   0.98|LENTICULAR GALAXY|
|16 15 37.5|+31 19 15| 51.0795| 45.6446|   1.11|    SPIRAL GALAXY|
|09 36 58.2|+31 19 52|195.1707| 47.7032|   0.90|    SPIRAL GALAXY|
|09 13 12.0|+31 20 00|194.1274| 42.6813|   1.04|    SPIRAL GALAXY|
|13 18 30.0|+31 20 00| 70.0090| 82.7543|       |           GALAXY|
|13 30 16.7|+31 20 00| 61.6421| 80.5458|   1.13|    SPIRAL GALAXY|
|00 25 03.6|+31 20 41|116.3483|-31.1896|   1.28|    SPIRAL GALAXY|
|11 47 49.6|+31 20 42|192.2304| 75.5126|       |           GALAXY|
|13 24 16.0|+31 20 43| 65.3826| 81.6930|   1.14|    SPIRAL GALAXY|
|12 07 24.0|+31 21 00|186.5813| 79.5136|       |           GALAXY|
|13 21 36.0|+31 21 00| 67.4186| 82.1857|   1.11|    SPIRAL GALAXY|
|12 51 38.2|+31 21 09|122.3559| 85.7755|   1.27|    SPIRAL GALAXY|
|22 07 52.2|+31 21 35| 86.5062|-19.7065|   1.59|    SPIRAL GALAXY|
|00 54 46.7|+31 21 53|123.7682|-31.5016|   1.04|    SPIRAL GALAXY|
|07 18 30.0|+31 22 00|186.7232| 19.0788|   0.89|    SPIRAL GALAXY|
|11 37 24.0|+31 22 00|193.7975| 73.3265|   0.82|    SPIRAL GALAXY|
|14 40 30.0|+31 22 00| 49.6065| 65.8998|   0.97|    SPIRAL GALAXY|
|15 19 48.0|+31 22 00| 49.4468| 57.5138|       |           GALAXY|
|22 47 25.2|+31 22 29| 94.0433|-24.4495|   1.18|    SPIRAL GALAXY|
|22 51 00.9|+31 22 35| 94.7764|-24.8300|   1.00|LENTICULAR GALAXY|
|23 00 10.2|+31 22 40| 96.6771|-25.7602|   0.85|    SPIRAL GALAXY|
|22 50 12.0|+31 22 43| 94.6109|-24.7423|   1.03|    SPIRAL GALAXY|
|13 30 06.0|+31 23 00| 62.0150| 80.5601|   0.87|    SPIRAL GALAXY|
|13 40 12.0|+31 23 00| 57.6476| 78.5537|   1.06|    SPIRAL GALAXY|
|16 15 48.0|+31 23 00| 51.1756| 45.6164|   0.95|    SPIRAL GALAXY|
|23 39 48.0|+31 23 00|105.4567|-29.0459|   1.07|    SPIRAL GALAXY|
|13 16 41.9|+31 23 05| 72.1312| 83.0402|   1.00|    SPIRAL GALAXY|
|00 29 53.5|+31 23 34|117.5533|-31.2539|   1.10|    SPIRAL GALAXY|
|00 29 23.1|+31 23 35|117.4275|-31.2429|   1.04|    SPIRAL GALAXY|
|13 34 55.6|+31 23 41| 59.7467| 79.6067|   1.11|    SPIRAL GALAXY|
|09 15 26.5|+31 23 56|194.1451| 43.1641|   1.24|    SPIRAL GALAXY|
|13 21 24.0|+31 24 00| 67.8959| 82.1965|   0.85|    SPIRAL GALAXY|
|23 00 06.0|+31 24 00| 96.6737|-25.7336|   1.06|LENTICULAR GALAXY|
|01 06 09.6|+31 24 22|126.6106|-31.3605|   1.11|    SPIRAL GALAXY|
|07 34 10.4|+31 24 24|187.9015| 22.2370|   1.15|ELLIPTICAL GALAXY|
|00 32 12.3|+31 25 00|118.1309|-31.2757|       |           GALAXY|
|14 45 30.0|+31 25 00| 49.6003| 64.8316|   0.96| IRREGULAR GALAXY|
|01 55 41.4|+31 25 06|138.6707|-29.4822|       |           GALAXY|
|13 34 14.6|+31 25 33| 60.2092| 79.7306|   1.11|    SPIRAL GALAXY|
|02 00 15.0|+31 25 46|139.7341|-29.1873|   1.39|ELLIPTICAL GALAXY|
|17 07 18.0|+31 26 00| 53.8714| 34.8269|   0.97|    SPIRAL GALAXY|
|00 01 26.6|+31 26 02|110.5906|-30.2369|   1.07|LENTICULAR GALAXY|
|00 01 30.2|+31 26 33|110.6073|-30.2314|   1.04|    SPIRAL GALAXY|
|13 05 18.6|+31 26 35| 88.7350| 84.7314|   0.97|    SPIRAL GALAXY|
|04 13 48.0|+31 27 00|165.7511|-14.1287|   1.07|    SPIRAL GALAXY|
|13 52 12.0|+31 27 00| 54.6304| 76.0790|   0.96|    SPIRAL GALAXY|
|00 33 56.2|+31 27 05|118.5650|-31.2719|   1.24|    SPIRAL GALAXY|
|02 29 48.9|+31 27 13|146.3917|-26.8979|   0.81|           GALAXY|
|11 43 21.3|+31 27 15|192.6120| 74.5572|   0.96| IRREGULAR GALAXY|
|17 03 15.3|+31 27 17| 53.6621| 35.6728|   0.82|    SPIRAL GALAXY|
|11 43 32.7|+31 27 28|192.5671| 74.5961|   1.04|    SPIRAL GALAXY|
|13 48 40.7|+31 27 40| 55.4988| 76.8020|   0.86|    SPIRAL GALAXY|
|17 51 53.0|+31 27 48| 56.7913| 25.6616|   1.17|    SPIRAL GALAXY|
|10 06 48.0|+31 28 00|195.9197| 54.0514|   1.02|ELLIPTICAL GALAXY|
|23 52 12.5|+31 28 04|108.3942|-29.7264|       |           GALAXY|
|07 57 17.3|+31 28 08|189.5067| 26.9465|   0.96|    SPIRAL GALAXY|
|02 29 26.4|+31 28 14|146.3022|-26.9156|   1.08|    SPIRAL GALAXY|
|02 43 26.0|+31 28 16|149.2916|-25.6057|   1.17|    SPIRAL GALAXY|
|13 18 25.1|+31 28 16| 70.9854| 82.6912|   0.94|    SPIRAL GALAXY|
|02 14 50.7|+31 28 17|143.0660|-28.1187|   1.12|    SPIRAL GALAXY|
|00 04 24.8|+31 28 25|111.3167|-30.3353|   1.19|    SPIRAL GALAXY|
|01 53 41.5|+31 28 25|138.1826|-29.5479|       |           GALAXY|
|01 42 51.6|+31 28 42|135.6046|-30.1249|   0.74|    SPIRAL GALAXY|
|12 28 36.0|+31 29 00|170.3859| 83.3874|   1.04|    SPIRAL GALAXY|
|17 03 54.0|+31 29 00| 53.7335| 35.5449|   1.19|    SPIRAL GALAXY|
|00 57 50.0|+31 29 05|124.5288|-31.3672|   0.97|    SPIRAL GALAXY|
|00 02 51.1|+31 29 15|110.9434|-30.2507|   0.90|LENTICULAR GALAXY|
|09 50 21.3|+31 29 15|195.4161| 50.5588|   1.32| IRREGULAR GALAXY|
|07 33 23.5|+31 29 56|187.7484| 22.1097|   1.17|    SPIRAL GALAXY|
|11 14 54.0|+31 30 00|195.3885| 68.5534|       |           GALAXY|
|11 55 36.0|+31 30 00|189.8374| 77.0790|   1.32| IRREGULAR GALAXY|
|14 40 05.7|+31 30 06| 49.9494| 65.9782|       |           GALAXY|
|22 27 11.9|+31 30 22| 90.1536|-22.0314|   1.04|    SPIRAL GALAXY|
|02 36 32.0|+31 35 50|147.7700|-26.1565|   0.99|    SPIRAL GALAXY|
|01 01 22.0|+31 30 28|125.4090|-31.3162|   1.20|    SPIRAL GALAXY|
|02 11 35.2|+31 30 36|142.3129|-28.3276|   1.04|    SPIRAL GALAXY|
|13 20 21.2|+31 30 53| 69.4993| 82.3244|   0.93|    SPIRAL GALAXY|
|14 26 58.3|+31 30 54| 50.5747| 68.7649|   1.26|    SPIRAL GALAXY|
|12 24 11.9|+31 31 20|174.7965| 82.6166|   1.55|    SPIRAL GALAXY|
|10 36 42.0|+31 32 00|196.2056| 60.4221|   1.30| IRREGULAR GALAXY|
|12 32 48.0|+31 32 00|164.4930| 84.0093|   1.81| IRREGULAR GALAXY|
|13 11 30.0|+31 32 00| 79.3488| 83.7949|       |    SPIRAL GALAXY|
|14 34 18.0|+31 32 00| 50.2475| 67.2080|   0.82|    SPIRAL GALAXY|
|07 43 32.6|+31 32 05|188.4636| 24.1712|   1.00|    SPIRAL GALAXY|
|22 47 08.3|+31 32 23| 94.0776|-24.2767|       |           GALAXY|
|00 55 07.9|+31 32 29|123.8532|-31.3238|   1.34|    SPIRAL GALAXY|
|23 14 24.0|+31 33 00| 99.8083|-26.9279|   0.96|    SPIRAL GALAXY|
|13 21 19.8|+31 33 06| 68.8989| 82.1292|   0.80|    SPIRAL GALAXY|
|01 27 34.8|+31 33 17|131.8846|-30.6880|   1.47|    SPIRAL GALAXY|
|14 13 56.9|+31 33 49| 51.7413| 71.5118|   1.06|    SPIRAL GALAXY|
|02 32 38.2|+31 33 51|146.9507|-26.5448|   1.08|    SPIRAL GALAXY|
|13 23 45.3|+31 33 54| 67.0773| 81.6806|   1.45|ELLIPTICAL GALAXY|
|03 16 59.3|+31 34 02|155.9209|-21.8227|   1.23|    SPIRAL GALAXY|
|12 09 10.0|+31 34 10|184.6633| 79.7807|   1.08|ELLIPTICAL GALAXY|
|14 21 30.0|+31 35 00| 51.1371| 69.9157|   0.89|    SPIRAL GALAXY|
|16 17 30.0|+31 35 00| 51.5302| 45.2856|   1.00|    SPIRAL GALAXY|
|02 12 06.6|+31 35 14|142.4012|-28.2165|   0.74|    SPIRAL GALAXY|
|03 17 06.8|+31 35 19|155.9314|-21.7900|   0.93|    SPIRAL GALAXY|
|00 59 32.2|+31 48 00|124.9403|-31.0402|       |           GALAXY|
|00 49 46.4|+31 36 00|122.5172|-31.2704|   1.11|    SPIRAL GALAXY|
|09 58 48.0|+31 36 00|195.4905| 52.3610|       |           GALAXY|
|17 09 12.0|+31 36 00| 54.1802| 34.4702|   1.12|    SPIRAL GALAXY|
|02 32 32.0|+31 36 32|146.9072|-26.5137|   0.82|    SPIRAL GALAXY|
|21 49 53.6|+31 36 42| 83.5771|-17.0560|   0.95|           GALAXY|
|01 26 33.7|+31 36 46|131.6249|-30.6654|   0.96|    SPIRAL GALAXY|
|02 24 31.5|+31 36 54|145.1612|-27.2073|   1.37|    SPIRAL GALAXY|
|13 25 54.0|+31 37 00| 65.8672| 81.2573|   0.94|    SPIRAL GALAXY|
|13 30 26.1|+31 37 11| 63.1298| 80.3959|   1.44|    SPIRAL GALAXY|
|22 53 32.3|+31 37 12| 95.4248|-24.8794|   1.13|    SPIRAL GALAXY|
|13 23 36.0|+31 38 00| 67.5998| 81.6744|   0.86|           GALAXY|
|14 41 24.0|+31 38 00| 50.2283| 65.6926|       |           GALAXY|
|02 29 27.5|+31 38 24|146.2277|-26.7598|   1.07|LENTICULAR GALAXY|
|22 53 29.5|+31 38 44| 95.4288|-24.8522|   0.64|    SPIRAL GALAXY|
|08 29 24.0|+31 39 00|191.3720| 33.5960|   0.82|    SPIRAL GALAXY|
|11 38 12.0|+31 39 00|192.7139| 73.4420|       |           GALAXY|
|12 10 54.0|+31 39 00|183.3892| 80.0858|       |           GALAXY|
|22 43 06.0|+31 39 00| 93.3295|-23.7431|   0.34|           GALAXY|
|07 44 13.5|+31 39 06|188.3910| 24.3455|   1.33|    SPIRAL GALAXY|
|14 18 16.5|+31 39 12| 51.6071| 70.5873|   1.05|    SPIRAL GALAXY|
|00 47 28.3|+31 39 15|121.9450|-31.2100|   0.94|    SPIRAL GALAXY|
|01 19 38.0|+31 39 17|129.9195|-30.8342|   1.00|    SPIRAL GALAXY|
|00 54 23.1|+31 39 48|123.6651|-31.2042|   1.10|    SPIRAL GALAXY|
|14 32 38.6|+31 40 14| 50.6805| 67.5478|   0.96|    SPIRAL GALAXY|
|22 55 55.4|+31 40 18| 95.9438|-25.0770|   0.94|    SPIRAL GALAXY|
|00 55 21.5|+31 40 38|123.9069|-31.1871|   1.04|    SPIRAL GALAXY|
|00 32 12.2|+31 40 53|118.1575|-31.0120|   1.14|    SPIRAL GALAXY|
|01 05 19.3|+31 40 56|126.3812|-31.0965|   1.17|    SPIRAL GALAXY|
|02 20 28.6|+31 41 01|144.2372|-27.4781|   0.87|    SPIRAL GALAXY|
|02 53 22.7|+31 41 17|151.2275|-24.3993|   1.07|    SPIRAL GALAXY|
|16 15 54.7|+31 41 23| 51.6142| 45.6351|   0.96|    SPIRAL GALAXY|
|22 02 44.0|+31 41 44| 85.8235|-18.7602|   0.90|    SPIRAL GALAXY|
|22 30 16.5|+31 41 54| 90.8556|-22.2393|       |           GALAXY|
|09 59 16.0|+31 41 57|195.3410| 52.4676|       |           GALAXY|
|14 46 30.0|+31 42 00| 50.2394| 64.6054|       |           GALAXY|
|00 26 48.9|+31 42 11|116.8301|-30.8768|   1.03|    SPIRAL GALAXY|
|01 56 50.2|+31 42 14|138.8459|-29.1389|   0.94|    SPIRAL GALAXY|
|09 35 44.5|+31 42 17|194.5735| 47.4888|   1.15|ELLIPTICAL GALAXY|
|02 36 23.9|+31 42 41|147.6855|-26.0665|   0.74|           GALAXY|
|00 46 39.6|+31 42 59|121.7447|-31.1443|       |           GALAXY|
|09 50 00.0|+31 43 00|195.0459| 50.5053|       |           GALAXY|
|02 27 49.8|+31 43 33|145.8343|-26.8236|   1.24|    SPIRAL GALAXY|
|00 55 18.4|+31 43 47|123.8930|-31.1348|   1.07|    SPIRAL GALAXY|
|00 50 10.2|+31 43 52|122.6169|-31.1399|   1.22|    SPIRAL GALAXY|
|07 31 20.7|+31 43 59|187.3554| 21.7754|   0.99|    SPIRAL GALAXY|
|00 55 18.0|+31 44 00|123.8913|-31.1312|   1.05|LENTICULAR GALAXY|
|00 41 02.3|+31 44 07|120.3500|-31.0843|   1.25|    SPIRAL GALAXY|
|01 11 17.5|+31 44 25|127.8533|-30.9417|   0.99|    SPIRAL GALAXY|
|15 39 02.4|+31 45 33| 50.5082| 53.4410|   0.79|    SPIRAL GALAXY|
|14 29 06.0|+31 46 00| 51.1307| 68.2884|   1.02|    SPIRAL GALAXY|
|13 37 00.4|+31 46 04| 60.7276| 79.0568|   1.11|    SPIRAL GALAXY|
|22 55 42.5|+31 46 14| 95.9512|-24.9683|   1.16|    SPIRAL GALAXY|
|22 14 56.1|+31 46 26| 88.0449|-20.2943|   0.77|    SPIRAL GALAXY|
|22 48 30.9|+31 46 53| 94.4884|-24.2145|       |           GALAXY|
|07 59 06.0|+31 47 00|189.2919| 27.4059|   1.07|    SPIRAL GALAXY|
|09 13 12.0|+31 47 00|193.5229| 42.7539|   0.91|    SPIRAL GALAXY|
|14 48 24.0|+31 47 00| 50.3850| 64.1978|   0.95|    SPIRAL GALAXY|
|02 43 32.7|+31 47 25|149.1513|-25.3118|   1.04|    SPIRAL GALAXY|
|13 12 43.5|+31 48 30| 79.5021| 83.4164|   1.31|    SPIRAL GALAXY|
|00 46 28.6|+31 48 35|121.7016|-31.0502|   1.04|    SPIRAL GALAXY|
|10 53 18.0|+31 49 00|195.4302| 63.9466|       |           GALAXY|
|03 01 36.4|+31 49 11|152.8012|-23.3960|   1.16|    SPIRAL GALAXY|
|13 22 51.0|+31 49 35| 69.3162| 81.7090|   0.92|           GALAXY|
|00 59 52.8|+31 49 36|125.0242|-31.0108|       |LENTICULAR GALAXY|
|02 01 40.0|+31 49 36|139.9245|-28.7172|   1.17|LENTICULAR GALAXY|
|17 55 12.0|+31 50 00| 57.4166| 25.0996|   1.06|    SPIRAL GALAXY|
|21 28 51.2|+31 50 09| 80.3602|-13.8230|   1.04|    SPIRAL GALAXY|
|22 40 25.1|+31 50 33| 92.9078|-23.2821|   1.11|    SPIRAL GALAXY|
|13 15 47.2|+31 50 46| 76.0789| 82.9080|   0.98|    SPIRAL GALAXY|
|09 42 53.9|+31 50 51|194.6149| 49.0163|   1.46|    SPIRAL GALAXY|
|21 41 52.8|+31 51 26| 82.4332|-15.7297|       |           GALAXY|
|10 08 20.9|+31 51 50|195.2755| 54.4042|   1.45|    SPIRAL GALAXY|
|12 00 42.0|+31 52 00|186.6589| 77.9965|   0.93|    SPIRAL GALAXY|
|02 13 50.2|+31 52 01|142.6793|-27.8256|       |           GALAXY|
|00 35 55.9|+31 52 16|119.0959|-30.8851|   1.04|    SPIRAL GALAXY|
|22 55 25.0|+31 52 25| 95.9451|-24.8482|       |           GALAXY|
|23 06 14.6|+31 52 50| 98.2111|-25.8926|   1.21|    SPIRAL GALAXY|
|02 01 06.6|+31 52 56|139.7769|-28.7003|   1.20|    SPIRAL GALAXY|
|02 18 00.4|+31 52 57|143.6047|-27.4906|       |           GALAXY|
|14 00 42.0|+31 53 00| 54.6067| 74.2193|   1.04|    SPIRAL GALAXY|
|15 10 06.0|+31 53 00| 50.3615| 59.5882|   0.74|    SPIRAL GALAXY|
|16 06 42.0|+31 53 00| 51.5371| 47.6014|   1.23|    SPIRAL GALAXY|
|01 11 18.6|+31 53 16|127.8424|-30.7944|   1.14|    SPIRAL GALAXY|
|12 04 03.5|+31 53 41|185.2724| 78.6526|   1.61|    SPIRAL GALAXY|
|23 55 43.7|+31 54 05|109.3539|-29.4973|   1.32|    SPIRAL GALAXY|
|00 27 57.7|+32 46 35|117.2439|-29.8359|   1.04|    SPIRAL GALAXY|
|10 49 58.4|+31 54 19|195.3018| 63.2370|   1.11|    SPIRAL GALAXY|
|11 39 42.4|+31 54 35|191.5833| 73.7023|   1.34|    SPIRAL GALAXY|
|02 26 07.7|+31 54 40|145.3799|-26.8001|   1.22|    SPIRAL GALAXY|
|03 10 09.5|+31 55 27|154.4058|-22.3371|   1.10|    SPIRAL GALAXY|
|09 43 12.0|+31 55 41|194.5027| 49.0882|   1.36| IRREGULAR GALAXY|
|14 11 49.9|+31 55 45| 53.1244| 71.8961|       |           GALAXY|
|11 39 44.1|+31 55 58|191.4984| 73.7032|   1.33|    SPIRAL GALAXY|
|00 34 56.6|+31 56 51|118.8587|-30.7938|   0.98|    SPIRAL GALAXY|
|12 00 31.3|+31 56 51|186.3574| 77.9332|   0.64|    SPIRAL GALAXY|
|01 14 56.3|+31 56 54|128.7269|-30.6588|   1.03|    SPIRAL GALAXY|
|02 01 12.0|+31 57 00|139.7741|-28.6300|   1.00|    SPIRAL GALAXY|
|00 48 46.7|+31 57 20|122.2744|-30.9128|   1.03|    SPIRAL GALAXY|
|16 15 44.8|+31 57 52| 51.9972| 45.7063|   0.87|    SPIRAL GALAXY|
|12 06 12.0|+31 58 00|184.0276| 79.0447|       |           GALAXY|
|13 20 00.0|+31 58 00| 72.5666| 82.1298|   1.02|    SPIRAL GALAXY|
|13 20 30.0|+31 58 00| 72.1155| 82.0438|       |           GALAXY|
|09 43 30.3|+31 58 34|194.4395| 49.1574|   0.81|ELLIPTICAL GALAXY|
|23 26 05.6|+31 58 40|102.5710|-27.4974|       |           GALAXY|
|12 38 48.0|+31 59 00|151.6787| 84.4218|   1.12|    SPIRAL GALAXY|
|13 05 12.0|+31 59 00| 92.1151| 84.2976|   1.19|    SPIRAL GALAXY|
|01 36 56.2|+31 59 07|134.0581|-29.9016|   1.02|    SPIRAL GALAXY|
|01 52 30.4|+31 59 09|137.7449|-29.1232|   1.09|    SPIRAL GALAXY|
|16 12 48.8|+31 59 38| 51.9254| 46.3270|   1.09|    SPIRAL GALAXY|
|02 09 10.3|+31 59 41|141.5778|-28.0470|   1.13|    SPIRAL GALAXY|
|23 37 59.5|+31 59 47|105.2613|-28.3427|   0.91|    SPIRAL GALAXY|
|02 16 23.5|+31 59 59|143.1968|-27.5072|   1.12|    SPIRAL GALAXY|
|09 00 06.0|+32 00 00|192.6176| 40.0488|       |           GALAXY|
|09 00 48.0|+32 00 00|192.6519| 40.1949|   1.14|    SPIRAL GALAXY|
|09 17 12.0|+32 00 00|193.4067| 43.6260|   0.87|    SPIRAL GALAXY|
|11 42 00.0|+32 00 00|190.8718| 74.1562|   0.97|    SPIRAL GALAXY|
|12 58 06.0|+32 00 00|106.7769| 84.9177|   0.74|    SPIRAL GALAXY|
|11 56 43.5|+32 01 21|187.2800| 77.1495|   1.49|LENTICULAR GALAXY|
|13 27 17.4|+32 01 41| 67.2417| 80.7985|   1.10|    SPIRAL GALAXY|
|13 28 15.7|+32 01 55| 66.6344| 80.6174|   1.36|    SPIRAL GALAXY|
|01 28 00.8|+32 01 58|131.8995|-30.2013|   1.07|    SPIRAL GALAXY|
|11 56 23.1|+32 02 20|187.3147| 77.0760|   1.04|    SPIRAL GALAXY|
|12 59 45.0|+32 02 38|103.2534| 84.7631|   0.94|    SPIRAL GALAXY|
|23 14 07.6|+32 02 41| 99.9759|-26.4529|   0.96|    SPIRAL GALAXY|
|18 34 12.0|+32 03 00| 60.6056| 17.3769|   1.20|    SPIRAL GALAXY|
|22 54 58.0|+32 03 00| 95.9451|-24.6476|       |           GALAXY|
|22 40 22.5|+32 03 34| 93.0229|-23.0925|       |           GALAXY|
|01 45 15.3|+32 03 42|136.0181|-29.4389|   0.83|    SPIRAL GALAXY|
|01 29 20.8|+32 03 49|132.2158|-30.1238|   1.11|    SPIRAL GALAXY|
|12 36 24.0|+32 04 00|155.5222| 84.0789|   0.99|    SPIRAL GALAXY|
|09 34 41.3|+32 04 06|194.0014| 47.3093|   0.91|    SPIRAL GALAXY|
|02 38 37.1|+32 04 10|147.9796|-25.5372|   1.33|    SPIRAL GALAXY|
|02 02 26.1|+32 04 20|140.0152|-28.4334|   0.80|    SPIRAL GALAXY|
|02 03 19.6|+32 04 41|140.2173|-28.3693|   1.08|ELLIPTICAL GALAXY|
|01 07 30.0|+32 05 00|126.8872|-30.6650|   1.11|    SPIRAL GALAXY|
|09 11 00.0|+32 05 00|193.0211| 42.3401|       |           GALAXY|
|13 36 42.0|+32 05 00| 62.3868| 78.9933|   1.04| IRREGULAR GALAXY|
|01 59 42.8|+32 05 04|139.3857|-28.5965|   1.19|    SPIRAL GALAXY|
|23 29 53.4|+32 05 06|103.4621|-27.6851|   0.93|LENTICULAR GALAXY|
|12 37 41.8|+32 05 09|153.1654| 84.2132|   0.93|    SPIRAL GALAXY|
|02 41 54.7|+32 05 13|148.6603|-25.2074|   1.07|    SPIRAL GALAXY|
|13 13 18.0|+33 17 00| 86.7725| 82.2445|   1.00|    SPIRAL GALAXY|
|12 33 06.9|+32 05 35|160.5571| 83.6370|   0.96|    SPIRAL GALAXY|
|12 38 48.3|+32 05 35|151.1092| 84.3274|   1.00|    SPIRAL GALAXY|
|12 22 02.9|+32 05 38|173.2998| 81.9131|   1.11| IRREGULAR GALAXY|
|02 26 54.2|+32 05 43|145.4656|-26.5654|   0.94|    SPIRAL GALAXY|
|13 36 54.5|+32 05 44| 62.3522| 78.9480|   1.22|    SPIRAL GALAXY|
|21 47 17.7|+32 05 49| 83.4839|-16.3267|   0.96| IRREGULAR GALAXY|
|01 08 51.9|+32 05 59|127.2208|-30.6269|   0.74|    SPIRAL GALAXY|
|01 32 08.6|+32 06 12|132.8815|-29.9808|   1.04|    SPIRAL GALAXY|
|12 53 03.0|+32 06 26|119.0052| 85.0087|   0.90|    SPIRAL GALAXY|
|01 46 56.4|+32 06 37|136.4021|-29.3056|   0.89|    SPIRAL GALAXY|
|12 36 46.1|+32 06 53|154.6344| 84.0826|   0.87|    SPIRAL GALAXY|
|14 15 54.0|+32 07 00| 53.2350| 71.0143|       |           GALAXY|
|15 02 06.0|+32 07 00| 50.8758| 61.2813|       |           GALAXY|
|01 12 10.1|+32 07 23|128.0280|-30.5435|   1.30|LENTICULAR GALAXY|
|01 45 10.0|+32 07 23|135.9805|-29.3837|   1.00|    SPIRAL GALAXY|
|22 53 21.3|+32 07 44| 95.6573|-24.4148|   1.30|    SPIRAL GALAXY|
|14 27 30.0|+32 08 00| 52.2288| 68.5829|   1.07|    SPIRAL GALAXY|
|18 33 36.0|+32 08 00| 60.6379| 17.5257|   1.19|    SPIRAL GALAXY|
|01 25 31.5|+32 08 10|131.2785|-30.1826|   1.34|    SPIRAL GALAXY|
|09 41 12.0|+32 09 00|194.1017| 48.6889|       |           GALAXY|
|18 25 36.0|+32 09 00| 60.0134| 19.1121|   1.08|LENTICULAR GALAXY|
|01 09 13.9|+32 09 01|127.3061|-30.5703|   1.06|    SPIRAL GALAXY|
|11 56 54.5|+32 09 36|186.6389| 77.1409|   0.95|LENTICULAR GALAXY|
|23 28 02.2|+32 09 44|103.0788|-27.4741|   0.94|    SPIRAL GALAXY|
|01 24 45.2|+32 09 57|131.0866|-30.1778|   0.85|    SPIRAL GALAXY|
|22 41 07.7|+32 10 11| 93.2334|-23.0818|   0.96|    SPIRAL GALAXY|
|12 43 58.0|+32 10 18|140.3174| 84.7021|   2.18|    SPIRAL GALAXY|
|02 30 33.7|+32 10 33|146.2176|-26.1751|   1.08|    SPIRAL GALAXY|
|02 41 00.5|+32 10 50|148.4250|-25.2109|   0.82|    SPIRAL GALAXY|
|02 23 19.0|+32 11 19|144.6440|-26.7803|   0.61|    SPIRAL GALAXY|
|11 55 42.6|+32 11 24|186.8863| 76.8917|   0.62|           GALAXY|
|23 02 22.7|+32 11 26| 97.5505|-25.2508|       |           GALAXY|
|02 23 22.1|+32 11 50|144.6515|-26.7681|   0.76|    SPIRAL GALAXY|
|13 26 54.0|+32 12 00| 68.4294| 80.7825|   1.26|    SPIRAL GALAXY|
|13 34 12.0|+32 12 00| 64.1411| 79.4244|   1.04|    SPIRAL GALAXY|
|09 49 41.4|+32 12 52|194.2574| 50.4836|   0.95|LENTICULAR GALAXY|
|01 22 10.3|+32 12 56|130.4529|-30.2070|   0.92|    SPIRAL GALAXY|
|16 44 33.7|+32 13 02| 53.6122| 39.7151|   1.00|    SPIRAL GALAXY|
|01 24 21.8|+32 13 26|130.9822|-30.1327|   0.99|    SPIRAL GALAXY|
|06 16 32.0|+32 13 48|180.4077|  7.4100|   0.96|    SPIRAL GALAXY|
|23 58 29.1|+32 13 52|110.0956|-29.3173|   1.02|    SPIRAL GALAXY|
|17 31 40.3|+32 13 53| 56.2716| 29.9973|   1.23|    SPIRAL GALAXY|
|01 24 49.7|+32 14 05|131.0928|-30.1074|   0.79|    SPIRAL GALAXY|
|01 03 25.9|+32 14 06|125.8775|-30.5681|   1.07|    SPIRAL GALAXY|
|02 22 03.8|+32 14 06|144.3500|-26.8400|   0.94|    SPIRAL GALAXY|
|09 45 04.4|+32 14 11|194.0907| 49.5129|   0.96| IRREGULAR GALAXY|
|17 19 00.0|+32 15 00| 55.5167| 32.5980|   1.14|    SPIRAL GALAXY|
|22 54 18.0|+32 15 00| 95.9137|-24.4045|   1.08|LENTICULAR GALAXY|
